ms_today;input_voltage;temp_mos_max;temp_mos_1;temp_mos_2;temp_mos_3;temp_motor;current_motor;current_in;d_axis_current;q_axis_current;erpm;duty_cycle;amp_hours_used;amp_hours_charged;watt_hours_used;watt_hours_charged;tachometer;tachometer_abs;encoder_position;fault_code;vesc_id;d_axis_voltage;q_axis_voltage;ms_today_setup;amp_hours_setup;amp_hours_charged_setup;watt_hours_setup;watt_hours_charged_setup;battery_level;battery_wh_tot;current_in_setup;current_motor_setup;speed_meters_per_sec;tacho_meters;tacho_abs_meters;num_vescs;ms_today_imu;roll;pitch;yaw;accX;accY;accZ;gyroX;gyroY;gyroZ;gnss_posTime;gnss_lat;gnss_lon;gnss_alt;gnss_gVel;gnss_vVel;gnss_hAcc;gnss_vAcc;
23873055;57.3;19.9;0;0;0;16.2;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;-0.001;0;23872914;0;0;0;0;0.913;579.185;0;0;0;-0.013;0.013;1;23872914;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23873152;57.3;20;0;0;0;16.4;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23873106;0;0;0;0;0.913;579.227;0;0;0;-0.013;0.013;1;23873107;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23873247;57.3;19.9;0;0;0;16.3;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23873201;0;0;0;0;0.913;579.22;0;0;0;-0.013;0.013;1;23873202;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23873342;57.3;20;0;0;0;16.4;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23873302;0;0;0;0;0.913;579.241;0;0;0;-0.013;0.013;1;23873303;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23873444;57.2;20;0;0;0;16.3;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23873397;0;0;0;0;0.913;579.251;0;0;0;-0.013;0.013;1;23873398;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23873547;57.3;19.9;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23873490;0;0;0;0;0.913;579.213;0;0;0;-0.013;0.013;1;23873546;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23873638;57.3;19.9;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23873596;0;0;0;0;0.913;579.203;0;0;0;-0.013;0.013;1;23873546;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23873737;57.3;19.9;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23873684;0;0;0;0;0.913;579.22;0;0;0;-0.013;0.013;1;23873640;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23873834;57.3;20;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23873782;0;0;0;0;0.913;579.211;0;0;0;-0.013;0.013;1;23873739;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23873978;57.3;20;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23873936;0;0;0;0;0.913;579.171;0;0;0;-0.013;0.013;1;23873835;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23874130;57.2;20;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23874130;0;0;0;0;0.913;579.138;0;0;0;-0.013;0.013;1;23873980;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23874220;57.3;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;-0.001;0.001;23874130;0;0;0;0;0.913;579.138;0;0;0;-0.013;0.013;1;23874175;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23874324;57.3;20;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23874271;0;0;0;0;0.913;579.235;0;0;0;-0.013;0.013;1;23874272;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23874517;57.3;20;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23874422;0;0;0;0;0.913;579.261;0;0;0;-0.013;0.013;1;23874423;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23874663;57.2;19.8;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23874570;0;0;0;0;0.913;579.283;0;0;0;-0.013;0.013;1;23874571;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23874762;57.2;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23874716;0;0;0;0;0.913;579.262;0;0;0;-0.013;0.013;1;23874717;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23874907;57.2;20;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23874716;0;0;0;0;0.913;579.262;0;0;0;-0.013;0.013;1;23874717;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23875002;57.3;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23874917;0;0;0;0;0.913;579.306;0;0;0;-0.013;0.013;1;23874918;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23875097;57.3;19.9;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23875051;0;0;0;0;0.913;579.274;0;0;0;-0.013;0.013;1;23875051;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23875195;57.2;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;-0.001;0.001;23875148;0;0;0;0;0.913;579.263;0;0;0;-0.013;0.013;1;23875148;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23875295;57.3;20;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23875248;0;0;0;0;0.913;579.29;0;0;0;-0.013;0.013;1;23875249;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23875389;57.3;20;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23875343;0;0;0;0;0.913;579.273;0;0;0;-0.013;0.013;1;23875343;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23875494;57.3;20;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;-0.001;0.001;23875441;0;0;0;0;0.913;579.279;0;0;0;-0.013;0.013;1;23875441;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23875584;57.2;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23875538;0;0;0;0;0.913;579.248;0;0;0;-0.013;0.013;1;23875538;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23875735;57.2;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23875732;0;0;0;0;0.913;579.219;0;0;0;-0.013;0.013;1;23875733;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23875880;57.2;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23875732;0;0;0;0;0.913;579.219;0;0;0;-0.013;0.013;1;23875733;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23875977;57.2;19.9;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23875881;0;0;0;0;0.913;579.174;0;0;0;-0.013;0.013;1;23875927;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23876073;57.2;19.9;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23875978;0;0;0;0;0.913;579.169;0;0;0;-0.013;0.013;1;23876023;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23876174;57.3;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23876122;0;0;0;0;0.913;579.139;0;0;0;-0.013;0.013;1;23876174;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23876268;57.3;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23876266;0;0;0;0;0.913;579.145;0;0;0;-0.013;0.013;1;23876174;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23876366;57.2;19.9;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23876266;0;0;0;0;0.913;579.145;0;0;0;-0.013;0.013;1;23876316;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23876464;57.3;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23876367;0;0;0;0;0.913;579.168;0;0;0;-0.013;0.013;1;23876463;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23876561;57.2;19.9;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23876513;0;0;0;0;0.913;579.152;0;0;0;-0.013;0.013;1;23876463;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23876660;57.3;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23876513;0;0;0;0;0.913;579.152;0;0;0;-0.013;0.013;1;23876609;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23876804;57.2;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23876663;0;0;0;0;0.913;579.132;0;0;0;-0.013;0.013;1;23876706;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23876951;57.3;19.9;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23876810;0;0;0;0;0.913;579.108;0;0;0;-0.013;0.013;1;23876811;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23877092;57.3;20;0;0;0;16.4;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23876959;0;0;0;0;0.913;579.094;0;0;0;-0.013;0.013;1;23876959;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23877196;57.3;19.9;0;0;0;16.2;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23877115;0;0;0;0;0.913;579.119;0;0;0;-0.013;0.013;1;23877115;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23877343;57.3;20;0;0;0;16.2;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23877216;0;0;0;0;0.913;579.116;0;0;0;-0.013;0.013;1;23877216;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23877487;57.3;20;0;0;0;16.1;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;-0.001;0.001;23877347;0;0;0;0;0.913;579.159;0;0;0;-0.013;0.013;1;23877347;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23877592;57.2;19.9;0;0;0;16.4;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;-0.001;0.001;23877491;0;0;0;0;0.913;579.195;0;0;0;-0.013;0.013;1;23877491;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23877777;57.2;20;0;0;0;16.3;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23877593;0;0;0;0;0.913;579.144;0;0;0;-0.013;0.013;1;23877678;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23877878;57.2;20;0;0;0;16.1;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23877778;0;0;0;0;0.913;579.086;0;0;0;-0.013;0.013;1;23877826;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23878118;57.3;20;0;0;0;16.2;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23877880;0;0;0;0;0.913;579.066;0;0;0;-0.013;0.013;1;23877926;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23878216;57.3;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23878121;0;0;0;0;0.913;579.027;0;0;0;-0.013;0.013;1;23878176;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23878314;57.3;19.9;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23878268;0;0;0;0;0.913;579.006;0;0;0;-0.013;0.013;1;23878268;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23878460;57.2;19.9;0;0;0;16.8;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23878365;0;0;0;0;0.913;579;0;0;0;-0.013;0.013;1;23878460;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23878560;57.2;19.9;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23878466;0;0;0;0;0.913;578.958;0;0;0;-0.013;0.013;1;23878460;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23878704;57.3;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23878612;0;0;0;0;0.913;578.88;0;0;0;-0.013;0.013;1;23878612;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23878852;57.3;19.9;0;0;0;16.8;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23878757;0;0;0;0;0.913;578.901;0;0;0;-0.013;0.013;1;23878758;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23878995;57.3;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23878902;0;0;0;0;0.913;578.968;0;0;0;-0.013;0.013;1;23878903;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23879112;57.3;19.9;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23879055;0;0;0;0;0.913;578.983;0;0;0;-0.013;0.013;1;23879055;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23879245;57.3;20;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23879055;0;0;0;0;0.913;578.983;0;0;0;-0.013;0.013;1;23879055;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23879342;57.3;20;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23879247;0;0;0;0;0.913;579.028;0;0;0;-0.013;0.013;1;23879247;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23879442;57.2;20;0;0;0;16.4;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23879345;0;0;0;0;0.913;579.028;0;0;0;-0.013;0.013;1;23879346;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23879540;57.2;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;-0.001;0;23879446;0;0;0;0;0.913;579.031;0;0;0;-0.013;0.013;1;23879446;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23879636;57.3;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;-0.001;0;23879543;0;0;0;0;0.913;579.004;0;0;0;-0.013;0.013;1;23879544;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23879732;57.2;19.9;0;0;0;16.8;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23879687;0;0;0;0;0.913;578.986;0;0;0;-0.013;0.013;1;23879688;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23879832;57.3;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23879830;0;0;0;0;0.913;578.938;0;0;0;-0.013;0.013;1;23879831;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23879925;57.2;19.9;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23879830;0;0;0;0;0.913;578.938;0;0;0;-0.013;0.013;1;23879831;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23880024;57.2;19.9;0;0;0;16.8;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23879978;0;0;0;0;0.913;578.938;0;0;0;-0.013;0.013;1;23879979;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23880122;57.3;20;0;0;0;16.8;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;-0.001;0;23880070;0;0;0;0;0.913;578.909;0;0;0;-0.013;0.013;1;23880122;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23880271;57.3;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23880168;0;0;0;0;0.913;578.906;0;0;0;-0.013;0.013;1;23880122;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23880417;57.2;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23880274;0;0;0;0;0.913;578.885;0;0;0;-0.013;0.013;1;23880272;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23880513;57.2;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23880420;0;0;0;0;0.913;578.91;0;0;0;-0.013;0.013;1;23880421;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23880659;57.3;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23880612;0;0;0;0;0.912;578.856;0;0;0;-0.013;0.013;1;23880613;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23880855;57.3;19.9;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23880809;0;0;0;0;0.913;578.899;0;0;0;-0.013;0.013;1;23880810;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23880953;57.3;20.1;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23880809;0;0;0;0;0.913;578.899;0;0;0;-0.013;0.013;1;23880810;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23881095;57.2;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23880956;0;0;0;0;0.913;578.872;0;0;0;-0.013;0.013;1;23880957;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23881192;57.2;19.9;0;0;0;16.8;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23881104;0;0;0;0;0.912;578.836;0;0;0;-0.013;0.013;1;23881105;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23881289;57.2;20;0;0;0;16.8;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23881287;0;0;0;0;0.912;578.801;0;0;0;-0.013;0.013;1;23881287;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23881434;57.2;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23881287;0;0;0;0;0.912;578.801;0;0;0;-0.013;0.013;1;23881287;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23881532;57.3;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23881438;0;0;0;0;0.912;578.817;0;0;0;-0.013;0.013;1;23881439;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23881678;57.3;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23881538;0;0;0;0;0.912;578.755;0;0;0;-0.013;0.013;1;23881538;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23881825;57.3;19.9;0;0;0;16.8;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;-0.001;0;23881681;0;0;0;0;0.912;578.795;0;0;0;-0.013;0.013;1;23881682;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23881971;57.2;20;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23881829;0;0;0;0;0.912;578.801;0;0;0;-0.013;0.013;1;23881830;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23882118;57.3;20;0;0;0;16.5;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23881976;0;0;0;0;0.912;578.798;0;0;0;-0.013;0.013;1;23881976;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23882215;57.2;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0.001;23882121;0;0;0;0;0.912;578.769;0;0;0;-0.013;0.013;1;23882121;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23882312;57.2;19.9;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23882228;0;0;0;0;0.912;578.792;0;0;0;-0.013;0.013;1;23882228;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23882412;57.3;20;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23882410;0;0;0;0;0.912;578.721;0;0;0;-0.013;0.013;1;23882410;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23882607;57.2;19.9;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23882410;0;0;0;0;0.912;578.721;0;0;0;-0.013;0.013;1;23882410;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23882805;57.2;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;-0.001;0;23882607;0;0;0;0;0.912;578.665;0;0;0;-0.013;0.013;1;23882654;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23882947;57.3;20;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23882806;0;0;0;0;0.912;578.589;0;0;0;-0.013;0.013;1;23882849;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
23883092;57.3;19.9;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;-2;2;54;0;99;0;0;23882951;0;0;0;0;0.912;578.553;0;0;0;-0.013;0.013;1;23882952;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
